NO_CARTE,CREDIT_CARTE,NOM,PRENOM,ADRESSE_NUM,ADRESSE_TYPE,ADRESSE_RUE,ADRESSE_VILLE,EMAIL,TELEPHONE,DATECOMMANDE,REFERENCE_PRODUIT,LIBELLE,QUANTITE,Marque,PRIX_UNIT,PRIX_KILO,QTE_STOCK,NOM_RAYON,NOM_CATEGORIE
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"1,21375891745927E+019",Radis,8,Pouce,7.07,15.09,168,Legumes,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"1,33154471995338E+019",Vodka,6,MarqueAPasReperer,3.15,11.91,180,Spiritueux,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"4,96126247534916E+019",Canard,3,Eco-,12.36,8.81,257,Volaille,Viandes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"3,5486762777426E+019",Mache,10,PastopBudget,7.87,8.25,250,Legumes,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"7,75747188248913E+019",Radis,8,Eco-,8.44,2.26,207,Legumes,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"6,35685677661619E+019",Gambas,8,Pouce,14.85,7.40,267,Poissonnerie,Poissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"4,13434583982823E+019",Boeuf,10,Pouce,8.35,14.34,267,Boucherie,Viandes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"3,51433534256234E+019",Truite,9,MarqueAPasReperer,13.30,13.13,188,Poissonnerie,Poissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"9,34174672361829E+019",Coca,1,PastopBudget,4.24,13.70,198,Sodas,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"8,59793865992473E+019",Noisettes,1,PastopBudget,10.95,14.75,251,Fruits,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"8,37879255282835E+019",Daurade,5,Pouce,11.04,9.15,237,Poissonnerie,Poissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"6,28181891263678E+019",Rozana,7,MarqueAPasReperer,4.57,3.38,238,Eaux,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"3,54957139677852E+019",Rozana,1,Pouce,15.19,10.72,127,Eaux,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"1,87711825365449E+019",Amandes,7,PastopBudget,13.25,13.76,256,Fruits,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"2,51432113419389E+019",Kiwis,6,MarqueAPasReperer,1.78,10.83,105,Fruits,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"3,42361277997148E+019",Brocoli,2,PastopBudget,3.87,1.15,258,Legumes,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"1,85323951986685E+019",Truite,7,PastopBudget,14.39,3.14,249,Poissonnerie,Poissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"4,37323891394517E+019",Perrier,8,Pouce,9.17,10.02,114,Eaux,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"2,28468527942376E+019",Huitres,1,PastopBudget,9.64,15.11,172,Poissonnerie,Poissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"2,19825256465479E+019",Poires,4,MarqueAPasReperer,15.36,14.57,263,Fruits,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"2,69626462527515E+019",Laitue,9,MarqueAPasReperer,2.97,6.97,263,Legumes,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"8,86577621681658E+019",Homards,10,MarqueAPasReperer,9.21,8.45,183,Poissonnerie,Poissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"3,58679787557348E+019",Coka,9,MarqueAPasReperer,1.63,12.78,198,Sodas,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"1,65914489759955E+019",Evian,3,PastopBudget,14.85,9.67,111,Eaux,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"3,48646366546756E+019",Saumon,8,Pouce,7.55,12.74,145,Poissonnerie,Poissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"3,7595671138365E+019",Crevettes,5,Pouce,3.67,11.82,189,Poissonnerie,Poissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"7,36252297849485E+019",Perrier,1,MarqueAPasReperer,6.91,8.76,273,Eaux,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"4,82956594686932E+019",Oasis tropical,3,Eco-,12.85,11.96,127,Sodas,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"6,19859392359684E+019",Daurade,2,MarqueAPasReperer,4.10,14.38,190,Poissonnerie,Poissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"2,17458869664598E+019",Brocoli,7,MarqueAPasReperer,11.99,1.53,101,Legumes,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"6,98696826314844E+019",Truite,6,Pouce,11.73,3.76,158,Poissonnerie,Poissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"2,72975636257195E+019",Dinde,3,MarqueAPasReperer,3.50,9.34,137,Volaille,Viandes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"2,95113777866184E+019",Roquette,2,MarqueAPasReperer,2.24,10.29,199,Legumes,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"1,75972768626924E+019",Bananes,1,MarqueAPasReperer,5.09,5.29,241,Fruits,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"3,33894774774769E+019",Speedup,1,MarqueAPasReperer,15.39,6.58,167,Sodas,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"3,62924926899767E+019",Bandol,8,MarqueAPasReperer,12.98,15.44,299,Vin,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"6,98977382398723E+019",Orange breeakfast,8,MarqueAPasReperer,8.49,5.15,202,Fruits,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"9,64895621513614E+019",Reuilly,8,MarqueAPasReperer,5.99,9.26,257,Vin,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"6,7338567175982E+019",Litchi Orange,2,MarqueAPasReperer,2.22,3.38,272,Fruits,Fruits et Legumes
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"2,21138682174282E+019",Listel,3,MarqueAPasReperer,4.80,6.89,166,Vin,Boissons
1442623720,5.00,Tarantino,Irina,138,Rue,Grande , Metz,Tarantino.Irina@univ-lorraine.fr,251833789,2017-02-07,"7,52911367295254E+019",Orange breeakfast,10,PastopBudget,7.07,8.06,180,Fruits,Fruits et Legumes
