NO_CARTE,CREDIT_CARTE,NOM,PRENOM,ADRESSE_NUM,ADRESSE_TYPE,ADRESSE_RUE,ADRESSE_VILLE,EMAIL,TELEPHONE,DATECOMMANDE,REFERENCE_PRODUIT,LIBELLE,QUANTITE,Marque,PRIX_UNIT,PRIX_KILO,QTE_STOCK,NOM_RAYON,NOM_CATEGORIE
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"7,42492437135552E+019",Oasis tropical,9,Pouce,5.47,5.37,265,Sodas,Boissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"8,13793243758449E+019",Boeuf,2,MarqueAPasReperer,6.30,13.11,101,Boucherie,Viandes
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"5,98178486966968E+019",Radis,3,MarqueAPasReperer,2.50,9.97,268,Legumes,Fruits et Legumes
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"5,73987373267689E+019",Evian,6,Pouce,1.39,5.72,280,Eaux,Boissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"5,11889647993777E+019",Kiwis,6,MarqueAPasReperer,9.56,4.77,279,Fruits,Fruits et Legumes
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"8,51482974566799E+019",Coka,2,PastopBudget,14.31,5.71,192,Sodas,Boissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"8,77881226887989E+019",Gin,1,MarqueAPasReperer,15.82,6.84,138,Spiritueux,Boissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"7,99668186181919E+019",Noix,2,Eco-,4.31,10.24,156,Fruits,Fruits et Legumes
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"7,15883595738139E+019",Volvic,8,Eco-,15.59,10.58,265,Eaux,Boissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"4,79798958327194E+019",Agneau,8,Eco-,10.70,15.87,270,Boucherie,Viandes
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"2,21235466739895E+019",Poires,7,PastopBudget,11.82,2.36,273,Fruits,Fruits et Legumes
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"3,53868413456937E+019",Whisky,6,Pouce,2.05,14.43,289,Spiritueux,Boissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"9,13496891619534E+019",Crevettes,7,MarqueAPasReperer,13.92,8.96,218,Poissonnerie,Poissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"2,77865595345272E+019",Vodka,3,MarqueAPasReperer,15.37,8.50,173,Spiritueux,Boissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"3,31347765131968E+019",Perrier,5,MarqueAPasReperer,8.26,1.22,244,Eaux,Boissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"1,39779613615813E+019",Lait d'amande,5,Pouce,7.32,15.94,234,Lait,Boissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"2,26334722863954E+019",Brocoli,3,MarqueAPasReperer,14.77,12.60,205,Legumes,Fruits et Legumes
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"1,14842695236428E+019",Daurade,1,Eco-,12.57,10.03,220,Poissonnerie,Poissons
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"2,39288514238452E+019",Mache,6,PastopBudget,6.63,10.88,176,Legumes,Fruits et Legumes
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"4,28729549774217E+019",Canard,6,Eco-,12.75,12.06,164,Volaille,Viandes
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"5,98591353968735E+019",Veau,2,Pouce,14.33,5.55,254,Boucherie,Viandes
1333765690,7.00,Taha,Jimmy,250,Avenue,jeanne d'arc, Metz,Taha.Jimmy@univ-lorraine.fr,238476221,2017-02-25,"1,68957234748588E+019",Nuggets,4,MarqueAPasReperer,3.89,13.86,140,Volaille,Viandes
